機構編號,機構名稱,行政區,類型,核准人數/班級,聯絡地址,聯絡電話,風險等級,綜合風險評分,首要稽核重點
ntpc-pre-0407,新北市八里區米倉國民小學附設幼兒園,八里區,公立學校附設幼兒園,101,新北市八里區龍米路二段129號,02-2906-2247,高風險,84,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0409,新北市八里區長坑國民小學附設幼兒園,八里區,公立學校附設幼兒園,169,新北市八里區長坑里6鄰28號,02-2711-9679,低風險,20,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0063,新北市私立聖心女子高級中學,八里區,私立高中,950,新北市八里區龍米路一段263號,02-2618-2287,低風險,22,天主教修會完全中學全人品格教育與性別友善校園落實。；臨淡水河畔校舍邊坡水土保持與防汛防災措施檢查。
ntpc-jh-0100,新北市立八里國民中學,八里區,市立國中,850,新北市八里區荖阡坑路34號,02-2687-9312,低風險,15,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0242,新北市立八里國民小學,八里區,市立國小,1450,新北市八里區中山路二段338號,02-2439-2602,低風險,15,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0244,新北市立大崁國民小學,八里區,市立國小,1200,新北市八里區忠四街2號,02-2881-9035,低風險,36,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0243,新北市立米倉國民小學,八里區,市立國小,1350,新北市八里區龍米路二段129號,02-2320-8766,低風險,33,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0245,新北市立長坑國民小學,八里區,市立國小,600,新北市八里區長坑里6鄰28號,02-2814-6747,低風險,16,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0337,新北市土城區土城國民小學附設幼兒園,土城區,公立學校附設幼兒園,126,新北市土城區興城路17號,02-2813-8863,低風險,26,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0342,新北市土城區安和國民小學附設幼兒園,土城區,公立學校附設幼兒園,138,新北市土城區延和路88號,02-2632-7890,低風險,17,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0339,新北市土城區廣福國民小學附設幼兒園,土城區,公立學校附設幼兒園,176,新北市土城區學府路一段127號,02-2356-7008,低風險,34,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0338,新北市土城區樂利國民小學附設幼兒園,土城區,公立學校附設幼兒園,134,新北市土城區裕民路85號,02-2778-3644,中風險,57,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0341,新北市土城區清水國民小學附設幼兒園,土城區,公立學校附設幼兒園,190,新北市土城區金城路二段356號,02-2481-4956,低風險,36,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0340,新北市土城區頂埔國民小學附設幼兒園,土城區,公立學校附設幼兒園,194,新北市土城區中央路四段205號,02-2848-3342,低風險,16,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0468,新北市土城清水非營利幼兒園,土城區,非營利幼兒園,130,新北市土城區明德路一段72號,02-2634-8913,低風險,27,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0453,新北市私立裕德雙語幼兒園土城校,土城區,私立幼兒園,200,新北市土城區擺接堡路1號,02-2296-1928,低風險,15,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0028,新北市私立裕德高級中等學校,土城區,私立高中,1600,新北市土城區擺接堡路1號,02-2959-7758,低風險,24,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0077,新北市立中正國民中學,土城區,市立國中,1850,新北市土城區金城路二段247號,02-2320-5534,中風險,56,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0076,新北市立土城國民中學,土城區,市立國中,1650,新北市土城區永寧路18號,02-2803-3001,低風險,28,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0173,新北市立土城國民小學,土城區,市立國小,1950,新北市土城區興城路17號,02-2417-9631,低風險,27,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0446,新北市立土城幼兒園,土城區,市立幼兒園,170,新北市土城區興城路17號,02-2910-1861,低風險,21,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-el-0178,新北市立安和國民小學,土城區,市立國小,1900,新北市土城區延和路88號,02-2622-5669,低風險,36,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0175,新北市立廣福國民小學,土城區,市立國小,2450,新北市土城區學府路一段127號,02-2422-5003,低風險,16,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0026,新北市立新北高級工業職業學校,土城區,市立高職,2600,新北市土城區學府路一段241號,02-2324-2347,低風險,25,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0174,新北市立樂利國民小學,土城區,市立國小,2200,新北市土城區裕民路85號,02-2849-8481,低風險,32,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0177,新北市立清水國民小學,土城區,市立國小,2100,新北市土城區金城路二段356號,02-2689-2194,低風險,15,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0027,新北市立清水高級中學,土城區,市立高中,1950,新北市土城區明德路一段72號,02-2271-4196,中風險,62,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0176,新北市立頂埔國民小學,土城區,市立國小,1600,新北市土城區中央路四段205號,02-2492-6584,中風險,62,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0429,新北市坪林區坪林國民小學附設幼兒園,坪林區,公立學校附設幼兒園,93,新北市坪林區坪林街114號,02-2441-8976,低風險,35,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-jh-0074,新北市立坪林國民中學,坪林區,市立國中,400,新北市坪林區坪林街114號,02-2430-6591,低風險,32,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0265,新北市立坪林國民小學,坪林區,市立國小,1000,新北市坪林區坪林街114號,02-2829-9194,低風險,25,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0431,新北市平溪區十分國民小學附設幼兒園,平溪區,公立學校附設幼兒園,131,新北市平溪區十分街1號,02-2344-2131,低風險,26,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0430,新北市平溪區平溪國民小學附設幼兒園,平溪區,公立學校附設幼兒園,143,新北市平溪區平溪街1號,02-2231-8814,低風險,30,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0432,新北市平溪區菁桐國民小學附設幼兒園,平溪區,公立學校附設幼兒園,208,新北市平溪區菁桐街45號,02-2877-4154,低風險,32,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-el-0267,新北市立十分國民小學,平溪區,市立國小,550,新北市平溪區十分街1號,02-2444-7719,低風險,22,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0111,新北市立平溪國民中學,平溪區,市立國中,250,新北市平溪區石底街92號,02-2722-3794,低風險,32,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0266,新北市立平溪國民小學,平溪區,市立國小,600,新北市平溪區平溪街1號,02-2367-1411,低風險,34,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0268,新北市立菁桐國民小學,平溪區,市立國小,500,新北市平溪區菁桐街45號,02-2383-8277,低風險,35,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0467,新北市新店北新非營利幼兒園,新店區,非營利幼兒園,130,新北市新店區寶橋路10號,02-2602-2435,低風險,35,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0335,新北市新店區中城國民小學附設幼兒園,新店區,公立學校附設幼兒園,132,新北市新店區中城路23號,02-2324-3772,中風險,50,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0329,新北市新店區北新國民小學附設幼兒園,新店區,公立學校附設幼兒園,166,新北市新店區寶橋路8號,02-2876-3724,中風險,61,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0330,新北市新店區大豐國民小學附設幼兒園,新店區,公立學校附設幼兒園,132,新北市新店區民族路108號,02-2479-6195,低風險,23,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0331,新北市新店區安坑國民小學附設幼兒園,新店區,公立學校附設幼兒園,208,新北市新店區安康路二段120號,02-2410-8305,中風險,57,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0334,新北市新店區屈尺國民小學附設幼兒園,新店區,公立學校附設幼兒園,90,新北市新店區屈尺路55號,02-2283-6886,低風險,15,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0328,新北市新店區新店國民小學附設幼兒園,新店區,公立學校附設幼兒園,208,新北市新店區新店路2號,02-2750-6982,低風險,22,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0336,新北市新店區直潭國民小學附設幼兒園,新店區,公立學校附設幼兒園,179,新北市新店區直潭路92號,02-2836-3311,低風險,20,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0333,新北市新店區雙峰國民小學附設幼兒園,新店區,公立學校附設幼兒園,163,新北市新店區北宜路三段66號,02-2486-7497,低風險,35,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0332,新北市新店區青潭國民小學附設幼兒園,新店區,公立學校附設幼兒園,99,新北市新店區北宜路二段82號,02-2773-7398,低風險,19,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0061,新北市私立南強高級工商職業學校,新店區,私立高職,1500,新北市新店區文化路42號,02-2915-5144,中風險,45,表演藝術與影視攝影棚用電安全及消防防護檢查。；汽車修護實習工場廢油處置、防火設施與工安標準作業規範。
ntpc-hs-0023,新北市私立及人高級中學,新店區,私立高中,1100,新北市新店區安興路1號,02-2423-4922,低風險,33,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0024,新北市私立崇光高級中學,新店區,私立高中,1600,新北市新店區三民路19號,02-2821-7123,低風險,34,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0451,新北市私立康橋國際學校附設幼兒園青山校區,新店區,私立幼兒園,260,新北市新店區頂城五街80號,02-2727-9058,低風險,24,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0452,新北市私立康橋幼兒園康軒校區,新店區,私立幼兒園,200,新北市新店區中興路二段218巷11號,02-2338-2414,低風險,28,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0022,新北市私立康橋高級中學,新店區,私立高中,1800,新北市新店區華城路800號,02-2282-1529,高風險,82,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0025,新北市私立能仁高級家事商業職業學校,新店區,私立高職,1700,新北市新店區文中路53巷10號,02-2755-3562,低風險,35,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0052,新北市私立莊敬高級工業家事職業學校,新店區,私立高職,3500,新北市新店區民生路45號,02-2218-8956,中風險,58,實習合約保障與學生實習權益定期審查。；校車接駁車輛公安檢驗合格證明。
ntpc-hs-0058,新北市私立開明高級工業商業職業學校,新店區,私立高職,800,新北市新店區寶強路7號,02-2911-5586,中風險,62,轉型與校產清算監管審核。；實習工場與校舍公安巡檢。
ntpc-el-0171,新北市立中城國民小學,新店區,市立國小,1100,新北市新店區中城路23號,02-2538-9054,低風險,24,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0072,新北市立五峰國民中學,新店區,市立國中,1750,新北市新店區北新路一段88巷1號,02-2467-6662,低風險,19,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0165,新北市立北新國民小學,新店區,市立國小,2500,新北市新店區寶橋路8號,02-2452-6978,低風險,35,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0166,新北市立大豐國民小學,新店區,市立國小,2300,新北市新店區民族路108號,02-2757-8776,低風險,30,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0167,新北市立安坑國民小學,新店區,市立國小,2050,新北市新店區安康路二段120號,02-2461-4741,低風險,17,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0021,新北市立安康高級中學,新店區,市立高中,1750,新北市新店區安康路二段169號,02-2423-5964,低風險,28,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0170,新北市立屈尺國民小學,新店區,市立國小,800,新北市新店區屈尺路55號,02-2543-9747,中風險,61,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0071,新北市立文山國民中學,新店區,市立國中,1500,新北市新店區文中路38號,02-2862-2748,低風險,29,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0164,新北市立新店國民小學,新店區,市立國小,1750,新北市新店區新店路2號,02-2287-8367,高風險,80,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0444,新北市立新店幼兒園,新店區,市立幼兒園,180,新北市新店區北新路一段88巷1號,02-2330-1492,低風險,15,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0020,新北市立新店高級中學,新店區,市立高中,2050,新北市新店區二十張路2號,02-2663-3343,低風險,36,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0172,新北市立直潭國民小學,新店區,市立國小,850,新北市新店區直潭路92號,02-2611-1613,低風險,36,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0073,新北市立達觀國民中小學,新店區,市立國中,950,新北市新店區車子路150號,02-2629-1080,低風險,34,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0169,新北市立雙峰國民小學,新店區,市立國小,950,新北市新店區北宜路三段66號,02-2544-2440,低風險,26,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0168,新北市立青潭國民小學,新店區,市立國小,1300,新北市新店區北宜路二段82號,02-2944-4425,低風險,30,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0298,新北市新莊區中港國民小學附設幼兒園,新莊區,公立學校附設幼兒園,182,新北市新莊區中港一街142號,02-2363-7111,高風險,76,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0291,新北市新莊區光華國民小學附設幼兒園,新莊區,公立學校附設幼兒園,165,新北市新莊區龍安路452號,02-2691-8048,低風險,22,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0297,新北市新莊區國泰國民小學附設幼兒園,新莊區,公立學校附設幼兒園,103,新北市新莊區中正路386號,02-2444-2652,低風險,15,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0295,新北市新莊區思賢國民小學附設幼兒園,新莊區,公立學校附設幼兒園,114,新北市新莊區自立街229號,02-2686-2143,中風險,48,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0290,新北市新莊區新莊國民小學附設幼兒園,新莊區,公立學校附設幼兒園,193,新北市新莊區中正路86號,02-2303-3535,低風險,25,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0292,新北市新莊區昌平國民小學附設幼兒園,新莊區,公立學校附設幼兒園,91,新北市新莊區昌平街200號,02-2433-1156,低風險,19,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0300,新北市新莊區昌隆國民小學附設幼兒園,新莊區,公立學校附設幼兒園,170,新北市新莊區昌隆街63號,02-2420-2902,低風險,31,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0293,新北市新莊區榮富國民小學附設幼兒園,新莊區,公立學校附設幼兒園,193,新北市新莊區中和街193號,02-2631-9391,中風險,54,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0294,新北市新莊區民安國民小學附設幼兒園,新莊區,公立學校附設幼兒園,113,新北市新莊區民安路99號,02-2883-8371,低風險,34,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0296,新北市新莊區裕民國民小學附設幼兒園,新莊區,公立學校附設幼兒園,148,新北市新莊區裕民街123號,02-2925-3702,低風險,36,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0301,新北市新莊區豐年國民小學附設幼兒園,新莊區,公立學校附設幼兒園,105,新北市新莊區瓊泰路116號,02-2280-3991,低風險,22,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0299,新北市新莊區頭前國民小學附設幼兒園,新莊區,公立學校附設幼兒園,191,新北市新莊區化成路231號,02-2637-1587,低風險,29,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0465,新北市新莊頭前非營利幼兒園,新莊區,非營利幼兒園,135,新北市新莊區中原東路197號,02-2457-6790,低風險,30,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0459,新北市私立夏恩幼兒園新莊校,新莊區,私立幼兒園,140,新北市新莊區中平路377巷1號,02-2572-5178,低風險,32,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0460,新北市私立奇異鳥幼兒園新莊校,新莊區,私立幼兒園,150,新北市新莊區立信三街12號,02-2284-6005,低風險,31,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0007,新北市私立恆毅高級中學,新莊區,私立高中,1600,新北市新莊區中正路108號,02-2648-6131,中風險,53,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0058,新北市立中平國民中學,新莊區,市立國中,1600,新北市新莊區中平路385號,02-2946-9713,低風險,28,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0134,新北市立中港國民小學,新莊區,市立國小,1850,新北市新莊區中港一街142號,02-2748-4828,低風險,30,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0006,新北市立丹鳳高級中學,新莊區,市立高中,1850,新北市新莊區溫州街110號,02-2361-1300,低風險,23,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0127,新北市立光華國民小學,新莊區,市立國小,2700,新北市新莊區龍安路452號,02-2582-1459,低風險,30,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0133,新北市立國泰國民小學,新莊區,市立國小,1600,新北市新莊區中正路386號,02-2325-6267,中風險,57,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0131,新北市立思賢國民小學,新莊區,市立國小,1800,新北市新莊區自立街229號,02-2638-6976,低風險,16,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0055,新北市立新莊國民中學,新莊區,市立國中,1950,新北市新莊區中正路211號,02-2602-8213,低風險,21,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0126,新北市立新莊國民小學,新莊區,市立國小,2300,新北市新莊區中正路86號,02-2408-4948,低風險,21,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0441,新北市立新莊幼兒園,新莊區,市立幼兒園,210,新北市新莊區中正路86號,02-2584-3644,低風險,19,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0005,新北市立新莊高級中學,新莊區,市立高中,2200,新北市新莊區中平路135號,02-2756-4132,中風險,59,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0128,新北市立昌平國民小學,新莊區,市立國小,1900,新北市新莊區昌平街200號,02-2266-2235,中風險,56,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0136,新北市立昌隆國民小學,新莊區,市立國小,1700,新北市新莊區昌隆街63號,02-2202-4574,低風險,25,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0129,新北市立榮富國民小學,新莊區,市立國小,2800,新北市新莊區中和街193號,02-2466-8797,低風險,22,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0130,新北市立民安國民小學,新莊區,市立國小,2100,新北市新莊區民安路99號,02-2741-8934,中風險,59,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0056,新北市立福營國民中學,新莊區,市立國中,1700,新北市新莊區富國路105號,02-2290-2564,低風險,17,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0132,新北市立裕民國民小學,新莊區,市立國小,1950,新北市新莊區裕民街123號,02-2574-9343,低風險,32,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0137,新北市立豐年國民小學,新莊區,市立國小,1550,新北市新莊區瓊泰路116號,02-2842-6648,低風險,20,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0057,新北市立頭前國民中學,新莊區,市立國中,1400,新北市新莊區中原路2號,02-2761-8006,低風險,28,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0135,新北市立頭前國民小學,新莊區,市立國小,1650,新北市新莊區化成路231號,02-2323-2067,低風險,29,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
